0, 0
100, -10
150, -20
250, -30
400, -40
600, -50
900, -60
1200, -70
1400, -80
1850, -90
2400, -100
3200, -110
4400, -120
5400, -125
6100, -126
6200, -127
8000, -128
12000, -128
12050, -127
12100, -126
12200, -125
12400, -120
12800, -110
13400, -100
14200, -90
14600, -80
14900, -70
15700, -60
15800, -50
15900, -40
16000, -30
16100, -20
16200, -10
16400, 0
